,review_id,review_title,review_comment,review_star_rating,review_link,review_author,review_author_avatar,review_images,review_video,review_date,is_verified_purchase,helpful_vote_statement,reviewed_product_asin,review_video.stream_url,review_video.closed_captions_url,review_video.thumbnail_url
10,R1US7MDKGD58Z,A Modern Day Supreme Justice for Modern Times,"I just received this publication and I can’t put it down.  Justice Ketanji Brown Jackson is a highly  intelligent woman.  I wandered why she would write a book so soon.  I find her to be a highly informative and interesting woman, and she shares her life and insights within the covers of this book. I am so glad she took the time to share her life with us. I will continue reading and report back once it’s completed.",5,https://www.amazon.com/gp/customer-reviews/R1US7MDKGD58Z,Diane from Philly,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 4, 2024",True,3 people found this helpful,0593729900,,,
11,R39GMLEY7M167P,I’m very excited to read this book!,"After seeing all of the interviews Justice  Jackson Browne has given regarding her new book I can say that I’m definitely going to enjoy it.

She’s such a wonderful, down to earth, classy, intelligent edition to the SCOTUS.

She gives us hope that MAYBE..just maybe… things will be okay.",5,https://www.amazon.com/gp/customer-reviews/R39GMLEY7M167P,Marianne D,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e404e29a-74ef-4d67-8ab4-ddc0103d4886._CR0,0,366,366_SX48_.jpg",[],,"Reviewed in the United States on September 3, 2024",False,43 people found this helpful,0593729900,,,
12,R2ZPYF1MDVARYD,pure garbage,pure garbage,1,https://www.amazon.com/gp/customer-reviews/R2ZPYF1MDVARYD,d,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on September 5, 2024",False,,0593729900,,,
13,R3MFPEMLHRXS1B,Max is a fantastic and trusted author,"A timely book for the days we are living in. This is a thoughtful, well researched & studied book about end times. Max Lucado can be trusted to publish truth based books. It is well written, easy to read & understand and full of prophecy (which I love). It is well worth reading or giving as a gift. I own many of his books. Thank you Max.
I once met Max Lucado at a book signing when I worked in a bookstore. He was extremely kind and personable. He was accommodating to those who stood for a long time to get his book autograph. He took time to listen to everyone’s story and how one of his books helped them., even autographing books they brought with them.",5,https://www.amazon.com/gp/customer-reviews/R3MFPEMLHRXS1B,Amazon Customer,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 24, 2024",True,3 people found this helpful,1400260000,,,
14,R282440TRD38DM,Hard to put down,"I absolutely loved this book and had a hard time putting it down!  His way with words is so engaging and inspiring.  There are many scripture references and I enjoyed taking time to read them.  The book was so good and  that, along with the Bible, kept my interest. I didn’t read the table of contents to see that there are questions in the back of the book for each chapter so I may have to redo :) There were times that it was so emotional and to have a better interpretation was great.  I appreciated how God has blessed him with knowledge and the gift of words. Highly recommend",5,https://www.amazon.com/gp/customer-reviews/R282440TRD38DM,Arizonachickie,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 16, 2024",True,23 people found this helpful,1400260000,,,
15,RJFGX1M30Z5OM,No Fear!,"For anyone questioning end times,  or not,  this is a must read. Clear,  biblical and encouraging! Thank you,  Max,  for this amazing book!",5,https://www.amazon.com/gp/customer-reviews/RJFGX1M30Z5OM,S. Thomasson,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/302763bc-e951-4a30-b6d3-ebbe9d144a9d._CR181,0,2748,2748_SX48_.jpg",[],,"Reviewed in the United States on August 25, 2024",True,4 people found this helpful,1400260000,,,
16,RPKD46Y8YH965,So easy to understand,"In true Max Lucado fashion, What Happens Next is very easy to understand. Max takes prophecy from Old and New Testament and weaves them together into an easy to understand timeline of what we can expect. Filled with lots of great narratives to drive points home, I thoroughly enjoyed this read. I read one chapter a day to give me time to process and I’m glad I did that. I will definitely be giving these as gifts for Christmas!",5,https://www.amazon.com/gp/customer-reviews/RPKD46Y8YH965,Andrea T. Scott,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 22, 2024",True,3 people found this helpful,1400260000,,,
17,R9USWOTY6J2C1,End of This Age Prophecies,"Max Lucado does a wonderful job taking the reader through recorded1 history as it applies to biblical prophecy and spiritual dimensionality.  👏👏👏👏👏 The book is very apropos, plus the author uses imagery that makes the meaning really POP for the reader.  What Happens Next is one of the best prophecy reads I have come across in years!",5,https://www.amazon.com/gp/customer-reviews/R9USWOTY6J2C1,Cycladrendaline,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 30, 2024",True,2 people found this helpful,1400260000,,,
18,R1AQ9JJ40AFSH4,Clear and easy to read word after word.,This is a phenomenal collection of words on what happens next when we die. It is an exciting invigorating book that I cannot put down. Thank you Max for writing this.,5,https://www.amazon.com/gp/customer-reviews/R1AQ9JJ40AFSH4,Barbara George,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 25, 2024",True,4 people found this helpful,1400260000,,,
19,R1AENSQMMC52VO,Glad I Bought It,"I am loving this book! It brings me to tears as I read, realizing this timeline of history has been explained in such a simple way that anyone can understand it. As always, Mr. Lucado writes in a very interesting and entertaining way.",5,https://www.amazon.com/gp/customer-reviews/R1AENSQMMC52VO,Susan S.,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 27, 2024",True,2 people found this helpful,1400260000,,,
20,R4V30L6WSUMXO,The end is not the end,"Max Lucado’s newest book “What Happens Next” explains the end times in his usual style, making a difficult subject easier to understand. He goes through the timeline in a clear and concise way without watering it down.  He brings hope to those who believe and encourages us to be ready.

I highly recommend this book to anyone interested in understanding the end times.",5,https://www.amazon.com/gp/customer-reviews/R4V30L6WSUMXO,loverofJesus,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 15, 2024",True,12 people found this helpful,1400260000,,,
21,RUPDSYXF95RU4,God's Plan for Us is Clear.,"Book Review of, 'What Happens Next.’
by Max Lucado
Hardcover Edition Purchased on Amazon - $24.13 (S/H included).

In the blink-of-an-eye
since time began
During daylight, night,
peacetime, or war -
The sight and sound
of rushing ocean waves
Have always caressed
the shorelines
- near and far.

In the blink-of-an-eye
when our 'eternal' spirit
Decides to be 'born-again'
in another lifetime -
We're greeted daily
by the rising sun's bright ray's
As a new chapter
of 'opportunity' awaits us
- at God’s unlocked door.

In the blink-of-an-eye
our storybook journey ends -
When we come around full-circle
and return to God
As a completed spirit
after experiencing life’s
'Evolving' lessons
– while on His earth.

I believe,
trust, love, respect, and
have faith in
One God -
our Creator.

With God,
all great things
- are possible.

Without God -
There would be
- No Creation.

In the beginning of time, all ‘spirits’ were created at once, in God’s image, in God's 'Nirvana.'

We are all old ‘spirits.’ There are no new ‘spirit's.'

While on His earth -
we are all connected
To God's -
Web-of-Life.

God's plan for us is clear.

In God's, ‘Web-of-Life,’ God's greatest gift of, 'Free-Will,' allows His sons, and daughters, in His 'Spirit Kingdom,' the 'opportunity' to live many lifetimes on His earth, as male and female, and to experience 'life' in each of the 'Races,' and, to learn to make 'Peace on Earth' with one another a reality, while we all 'spiritually evolve' in the 'physical' and come around 'full-circle.'

God is a Supreme Artist
and an All-Knowing Creator.

God does not 'Command' us to do anything.

God does not ‘Interfere’ in our daily 'physical' lives.

God does not play 'favorites.'

We are all ‘special’ to God.

Each of us - is a storybook, a picture album, consisting of many lifetimes and experiences learned - up to our present lifetime on earth, which are stored in our ‘spirit’s eternal memory.'

‘Souls are poured from one into another of different kinds of bodies of the world.’ – Attributed to the teaching of Jesus Christ in the Gnostic gospels: Pistis Sophia.

God allows His family of ‘spirits’ to chart their own present destiny (Free-Will) and all future quests (spiritual growth).

God’s door is always open for us to seek 'opportunities' at 'physical' life (born-again) to further 'evolve' our 'spirit' to reach a higher level of 'Spirituality.'

All 'spirits' have their own ‘signature’ personality, which identifies their unique 'spirit' from another 'spirit.'

That ‘signature’ belongs to them each and every time their 'spirit' decides to 'incarnate' to ‘physical’ earth.

Some lifetimes are long. Some unfortunately, are short-lived due to an unforeseen accident or circumstance, or, by ‘human’ reckless behavior.

God, our Father, is all-merciful.

God’s unconditional love for His family gives us unlimited chances to succeed in ‘physical’ life.

God ‘is not’ responsible for causing pain, suffering and chaos around an unstable globe.

We are wholly to blame.

We have forgotten the Golden Rule -
‘Do unto others as you would have them do unto you.'

Instead, we empower evil to flourish and we do nothing to terminate the terror we’ve created from destroying humanity.

Hate is Ugly and a Sign of Weakness.

Hate is the 'Prejudice Labeling' of another human-being.

Out of control hate is a malignant cancer that spreads and fuels murderous behavior and world destruction.

The mind is a terrible thing to waste on spending a lifetime hating human-beings of all Races.

If hate prevails - humanity fails.

Love and compassion are still – the strongest emotions.

We cannot learn all about life in a single lifetime.

It is impossible.

It takes many lifetimes, being male and female, for our 'spirits' to evolve, and come around ‘full-circle,’ in order to become ‘completed spirits,’ and return to God, on our own 'Free-Will.'

In many cases, Memories, of our past-lives, are 'carried-over' into our next 'physical' lifetime, and are Remembered, after birth, at an early age, after a 'spirit' decides to 'return' soon after passing in their previous lifetime. The memories disappear, as we get older in our 'present' lifetime.

If a 'spirit' was a male, in 'several consecutive' lifetimes, and 'he' chooses to be a 'female' in his next 'physical' lifetime, sometimes his 'past-life male memories' interfere, and become confused (transgender) during the transition, and can't accept / adjust to the sudden change of being in a female's body, and he / 'she' is sometimes likely to feel more comfortable in a he - 'female' / female relationship.

If a 'spirit' was a female, in 'several consecutive' lifetimes, and 'she' chooses to be a 'male' in her next 'physical' lifetime, sometimes her 'past-life female memories' interfere, and become confused (transgender) during the transition, and can't accept / adjust to the sudden change of being in a male's body, and she / 'he' is sometimes likely to feel more comfortable in a she - 'male' / male relationship.

Most 'spirits,' rotate often being male, and female in their previous lifetimes, and are better able to adjust to the 'change' in their current 'physical' bodies, are able to live normal lives, and continue to fulfill their missions (spiritual growth) while ‘evolving’ to reach a higher level of 'Spirituality.'

When an expectant mother has an unfortunate miscarriage, or, the infant is stillborn, it simply means, the in-coming 'spirit,' utilized its 'Free-Will' right, and made a 'Pro-Choice' decision, and changed its mind not to 'enter' the soon to be newborn's body.

In other words, the incoming 'spirit' became 'aware' of an unexpected imminent 'danger' to the 'spirit's' present mission (spiritual growth), and decided at the last moment to, a b o r t, and continues its search in locating another expecting mother, so it can be 'born again' in the 'physical,' and live out its new lifetime to its fullest, and complete its overall 'mission' - to further 'evolve.'

This 'Spiritual' learning process of ‘evolving,’ to reach a higher level of 'Spirituality,' and returning to God, by living in the 'physical,' hasn't changed --- since time began.

God loves us and gave each one of His family, His 'Freedom' gift of, 'Free-Will,' for us to make our own decisions, and choices in life.

Preamble to the Declaration of Independence:
“We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with ‘certain unalienable Rights,’ that among these are Life, Liberty and the pursuit of Happiness.”

God's Law of, 'Free-Will,' to all humanity is violated, when human-beings take it upon themselves to force, 'Their-Will,' on other human-beings.

Under God's 'Free-Will' Law - I cannot tell you how to run your life, and you do not have the absolute right to tell me how to run my life.

No fallible human-being, church, government, nor court, has the absolute right to commandeer our all-merciful Father's precious 'Freedom' gift of 'Free-Will, and ‘Pro-Choice’ from us, while we are on our 'Spiritual' journey to 'evolve' in becoming completed 'spirits' on God’s earth.

To force one's 'Free-Will' on another, or on an entire Nation, violates God's ‘Supreme Law’ to humanity.

Psalm 119:
163 I hate and loathe falsehood,
But, I love Your law.
165 Those who love Your law have great peace,
And nothing causes them to stumble.

We are all on borrowed time...

Our beloved America (Land of the Free) and humanity will perish -

A) If our country surrenders, without a fight to halt the Illegal Invasion of our Homeland, by the Indoctrinating Controlling Human-Beings in high power positions - as they Knowingly, Intentionally, and Recklessly force their 'Destructive and Misguided Socialist Ideology Will' against God's 'Free' Nation (United States of America and its Constitution).

United We Stand Tall, divided, we fail and fall.

B) When the senseless, continuous cycle of innocent human-beings, young and old, being shot, and murdered in the streets increases to a Barbaric Level (Domestic and War) - Where humanity can no longer Survive, grow 'Freely,' and 'Evolve Spiritually' while on God’s earth.

Our Children’s Future – is in Our Hands.

C) When God's 'Natural Law and Order' of Life between His Kingdom (Spirit), and His earth (Physical) is disrupted and severed, by Unrestrained Artificial Intelligence, and the Cloning of human-beings.

The Forbidden Fruit - Genesis 2:16-17 (KJV).

When that dire day in history arrives, Good vs. evil, Love vs. hate, Peace vs. war, will start all over again - somewhere in time - forever and ever --- until we all get it right.

Psalm 34:
12 Whoever of you loves life
and desires to see many good days,
13 Keep your tongue from evil
and your lips from telling lies.
14 Turn from evil and do good;
seek peace and pursue it.

Truth
is learned-
One person
-at a time.

Virtūs et Honos.

-----Rick Sulik",1,https://www.amazon.com/gp/customer-reviews/RUPDSYXF95RU4,Dynamic Wizard,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 19, 2024",True,4 people found this helpful,1400260000,,,
22,R1JK4G6GG37LVH,"You Need Hope, You Will Find It Here","Living right outside of Washington, DC can be a little rough at times. We hear the helicopters going over our house to the numerous bases around us, we know that we cannot talk to friends or people at church about politics because you could be talking to an aide for a congressman or someone from the White House. So, when I picked up this book, I was quite a bit hopeless. Where can our hope come from during an election year that has been this crazy? I found it in the first few pages of this book.
None of this matters from the viewpoint of Revelation. Much like Max, we are seeing things that point to the end times and, much like Max, I needed to find hope in looking up (Col 3:2) and not at what was happening around us. Right from the beginning, the anticipation of Christ coming was able to wipe away my worries. ""God tells us what to expect not to scare us, but to prepare us,"" was comforting because it feels like most of the world is out to scare us right now.
No one has explained Judgment Day in such a way where I actually look forward to it. ""We disdain judgment but value justice, yet the second is impossible with the first."" How long have we yearned for justice and now it is promised.
These are just two of the hope-filled (that word does not normally go with a discussion of Revelation) examples in this book that totally changed this cradle Christian's POV on what is to come. Our friends often joke that ""we read the Book and we win."" Max Lucado has once again shown how we win and why everyone should turn to Jesus Christ now to win too. And keep looking up!",5,https://www.amazon.com/gp/customer-reviews/R1JK4G6GG37LVH,Stacey Stone,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",['https://m.media-amazon.com/images/I/71UHni5tpzL._SY88.jpg'],,"Reviewed in the United States on August 13, 2024",True,33 people found this helpful,1400260000,,,
23,RACJGD531FNAB,"Incredible Book - A Must Have For Teachers, Administrators, Parents, and Schoolboards","The Anxious Generation is a brillantly written book that clearly details the obstacles, issues, and failings of Western Civilization's addiction to Social Media, Technology, and the fact that these technological advancements are negatively impacting today's society.

AG effortlessly blends excellent story-telling, data, and provides exceptional insights and recommendations as to how we, Western Civilation can reclaim the next generation's youth, reduce our mental health epidemic: depression, anxiety, etc. and simply live more meaningful, productive, happier lives.

If you have children, work with children, or have anything to do creating policies for future generations, please read this book.  There are many ""no kidding"" moments but Jonathan Haidt pushes the reader deeper as to why and how social media negatively impacts young minds and rewires them in ways we, as adults, fail to understand.

Haidt also has amazing chapters on what we can do to turn things around - **Spoiler Alert** It's letting kids be kids, allowing them to explore, fail, and grow on their own instead of treating them like high performance sports cars that need to be tuned and tested on every turn.",5,https://www.amazon.com/gp/customer-reviews/RACJGD531FNAB,TMP1982,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",[],,"Reviewed in the United States on August 5, 2024",True,11 people found this helpful,B0C9N2L56X,,,
24,R1RX4Y7IL1679I,"Kids need to be social, not on social media","After finishing Jonathan Haidt’s The Anxious Generation, I couldn’t wait to recommend it to my family, friends, and others. I truly believe this book is a must-read for anyone with a smartphone, children, or, well, a pulse. Smartphones’ impact has been so fast and pervasive in our culture that we are only beginning to understand how they are changing us.

Because of that, The Anxious Generation is one of the most important nonfiction books I have read this year, perhaps in several years. While many have expressed concern about the impact of mobile phones and social media on our youth, Haidt has made it his mission to uncover the symptoms, explain the effects, and convince us to change how we raise our kids regarding phones and social media.

The insights provided in The Anxious Generation make a compelling case for reevaluating the age at which we give our children phones, the extent of their Internet and social media access, and the value of free play. Haidt argues that smartphones, social media, and helicopter parenting have contributed to a decline in the mental well-being of young people. The book offers practical solutions crucial for fostering the emotional maturity and stability of our children and ourselves.

At the book’s center are four cultural norms Haidt argues we must implement to address the mental health crisis among our youth. These norms serve as a framework for his argument and practical solutions.

First, no smartphones before high school. Parents should delay children’s entry into round-the-clock internet access by giving them only basic phones (phones with limited apps and no internet browser) before ninth grade (roughly 14).

Second, no social media before 16. Let kids get through the most vulnerable period of brain development before connecting them to a constant stream of social comparison and algorithmically chosen influencers, which can significantly impact their self-esteem and mental health.

Next, phone-free schools. All elementary through high school, students should store their phones, smartwatches, and other personal devices to send or receive texts in phone lockers or locked pouches during the school day. This policy is crucial in creating a distraction-free environment that allows students to focus on their studies and social interactions.

And, last,  far more unsupervised play and childhood independence. That’s the way children naturally develop social skills, overcome anxiety, and become self-governing young adults.

Some money quotes?

“My central claim in this book is that these two trends—overprotection in the real world and underprotection in the virtual world—are the major reasons why children born after 1995 became the anxious generation.”
“People don’t get depressed when they face threats collectively; they get depressed when they feel isolated, lonely, or useless.”
“The two big mistakes we’ve made: overprotecting children in the real world (where they need to learn from vast amounts of direct experience) and underprotecting them online (where they are particularly vulnerable during puberty).”
“While the reward-seeking parts of the brain mature earlier, the frontal cortex—essential for self-control, delay of gratification, and resistance to temptation—is not up to full capacity until the mid-20s, and preteens are at a particularly vulnerable point in development”
“In this new phone-based childhood, free play, attunement, and local models for social learning are replaced by screen time, asynchronous interaction, and influencers chosen by algorithms. Children are, in a sense, deprived of childhood.”
“We don’t let preteens buy tobacco or alcohol, or enter casinos. The costs of using social media, in particular, are high for adolescents, compared with adults, while the benefits are minimal. Let children grow up on Earth first, before sending them to Mars.”
“Stress wood is a perfect metaphor for children, who also need to experience frequent stressors in order to become strong adults.”
“Children can only learn how to not get hurt in situations where it is possible to get hurt, such as wrestling with a friend, having a pretend sword fight, or negotiating with another child to enjoy a seesaw when a failed negotiation can lead to pain in one’s posterior, as well as embarrassment. When parents, teachers, and coaches get involved, it becomes less free, less playful, and less beneficial. Adults usually can’t stop themselves from directing and protecting.”
“By designing a firehose of addictive content that entered through kids’ eyes and ears, and by displacing physical play and in-person socializing, these companies have rewired childhood and changed human development on an almost unimaginable scale.”
“Gen Z became the first generation in history to go through puberty with a portal in their pockets that called them away from the people nearby and into an alternative universe that was exciting, addictive, unstable, and—as I will show—unsuitable for children and adolescents.”
“Over the course of many decades, we found ways to protect children while mostly allowing adults to do what they want. Then quite suddenly, we created a virtual world where adults could indulge any momentary whim, but children were left nearly defenseless. As evidence mounts that phone-based childhood is making our children mentally unhealthy, socially isolated, and deeply unhappy, are we okay with that trade-off? Or will we eventually realize, as we did in the 20th century, that we sometimes need to protect children from harm even when it inconveniences adults?”
“We are embodied creatures; children should learn how to manage their bodies in the physical world before they start spending large amounts of time in the virtual world.”
“One way that companies get more users is by failing to enforce their own rules prohibiting users under 13. In August 2019, I had a video call with Mark Zuckerberg, who, to his credit, was reaching out to a wide variety of people, including critics. I told him that when my children started middle school, they each said that most of the kids in their class (who were 10 or 11 at the start of sixth grade) had Instagram accounts. I asked Zuckerberg what he planned to do about that. He said, “But we don’t allow anyone under 13 to open an account.” I told him that before our call I had created a fake account for a fictional 13-year-old girl and I encountered no attempt to verify my age claim. He said, “We’re working on that.” While writing this chapter (in August 2023), I effortlessly created another fake account. There is still no age verification, even though age verification techniques have gotten much better in the last four years nor is there any disincentive for preteens to lie about their age.”
“Our kids can do so much more than we let them. Our culture of fear has kept this truth from us. They are like racehorses stuck in the stable.”
“Many of the best adventures are going to happen with other children in free play.
“And when that play includes kids of mixed ages, the learning is deepened because children learn best by trying something that is just a little beyond their current abilities— in other words, something a slightly older kid is doing. Older kids can also benefit from interacting with younger kids, taking on the role of a teacher or older sibling. So, the best thing you can do for your young children is to give them plenty of playtime, with some age diversity, and a secure loving base from which they set off to play.

“As for your own interactions with your child, they don’t have to be “optimized.” You don’t have to make every second special or educational.

“It’s a relationship, not a class. But what you do often matters far more than what you say, so watch your own phone habits. Be a good role model who is not giving continuous partial attention to both the phone and the child.”",5,https://www.amazon.com/gp/customer-reviews/R1RX4Y7IL1679I,Daniel Burton,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1faa94b4-3598-4014-9010-e3d62dcb56e1._CR0,0,400,400_SX48_.jpg",[],,"Reviewed in the United States on July 4, 2024",True,72 people found this helpful,B0C9N2L56X,,,
